point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-31,di_t-32,di_t-33,di_t-34,di_t-35,di_t-36,di_t-37,di_t-38,di_t-39,di_t-4,di_t-40,di_t-41,di_t-42,di_t-43,di_t-44,di_t-45,di_t-46,di_t-47,di_t-48,di_t-49,di_t-5,di_t-50,di_t-51,di_t-52,di_t-6,di_t-7,di_t-8,di_t-9,FCC_Date,Flight_Date
66,4,2,,2.0,3.0,,2.0,2.0,,2.0,,,2.0,,,1.0,,1.0,,1.0,,2.0,,,3.0,,3.0,,3.0,2.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,2.0,,,2020-11-01,2023-08-19
67,4,2,,3.0,3.0,,3.0,3.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,3.0,,,3.0,,3.0,,3.0,2.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,3.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,2.0,,,2020-11-01,2023-08-19
68,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,3.0,,,2.0,,3.0,,3.0,,3.0,,,3.0,,3.0,,3.0,2.0,,2.0,,2.0,,2.0,,1.0,,,1.0,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,2.0,,,2.0,2.0,,1.0,,,2.0,,,2020-11-01,2023-08-19
69,4,2,,3.0,3.0,,3.0,3.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,3.0,,,3.0,,3.0,,3.0,2.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,2.0,,,2.0,2.0,,1.0,,,2.0,,,2020-11-01,2023-08-19
70,4,2,,3.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,3.0,,3.0,,3.0,,,3.0,,4.0,,2.0,1.0,,2.0,,1.0,,0.0,,0.0,,,0.0,,,1.0,,1.0,1.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,1.0,,,2020-11-01,2023-08-19
71,4,2,,2.0,3.0,,3.0,3.0,,3.0,,,2.0,,,2.0,,2.0,,3.0,,3.0,,,3.0,,3.0,,2.0,1.0,,1.0,,0.0,,0.0,,0.0,,,0.0,,,1.0,,1.0,1.0,,2.0,2.0,,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,2020-11-01,2023-08-19
72,5,1,,4.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,3.0,,4.0,,4.0,,,3.0,,2.0,,4.0,5.0,,5.0,,4.0,,4.0,,3.0,,,2.0,,,2.0,,2.0,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,0.0,,,5.0,,,2023-04-15,2023-08-19
73,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,5.0,5.0,,5.0,,4.0,,3.0,,3.0,,,2.0,,,1.0,,0.0,0.0,,0.0,5.0,,0.0,,1.0,,,1.0,,0.0,,,0.0,,1.0,,1.0,,1.0,,,1.0,6.0,,0.0,,,6.0,,,2023-05-01,2023-08-19
74,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,2.0,,,3.0,,3.0,,4.0,,5.0,,,3.0,,3.0,,5.0,6.0,,6.0,,4.0,,3.0,,3.0,,,2.0,,,1.0,,0.0,0.0,,0.0,6.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,6.0,,0.0,,,6.0,,,2023-05-01,2023-08-19
75,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,5.0,,6.0,,,4.0,,4.0,,7.0,7.0,,6.0,,5.0,,3.0,,3.0,,,1.0,,,1.0,,0.0,0.0,,0.0,7.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,8.0,,0.0,,,7.0,,,2023-04-15,2023-08-19
76,5,1,,5.0,2.0,,2.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,4.0,,,3.0,,3.0,,5.0,6.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,,4.0,,3.0,3.0,,2.0,5.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,2.0,,3.0,,3.0,,,3.0,6.0,,2.0,,,7.0,,,2023-03-01,2023-08-19
77,5,1,,4.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,2.0,,4.0,5.0,,5.0,,5.0,,4.0,,4.0,,,4.0,,,3.0,,2.0,2.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,2.0,,2.0,,,2.0,6.0,,1.0,,,5.0,,,2023-03-15,2023-08-19
78,5,1,,4.0,2.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,4.0,,,3.0,,2.0,,4.0,5.0,,5.0,,4.0,,4.0,,4.0,,,4.0,,,3.0,,2.0,2.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,5.0,,,2023-03-15,2023-08-19
79,5,1,,4.0,3.0,,3.0,3.0,,3.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,3.0,,5.0,4.0,,4.0,,4.0,,3.0,,3.0,,,2.0,,,2.0,,2.0,2.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,0.0,,,5.0,,,2023-04-15,2023-08-19
80,5,1,,5.0,3.0,,2.0,2.0,,3.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,3.0,,5.0,4.0,,4.0,,3.0,,3.0,,3.0,,,2.0,,,2.0,,2.0,2.0,,2.0,5.0,,2.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,4.0,,,2023-05-15,2023-08-19
81,5,1,,6.0,3.0,,2.0,2.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,6.0,3.0,,4.0,,3.0,,2.0,,2.0,,,1.0,,,0.0,,0.0,0.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,5.0,,0.0,,,3.0,,,2023-06-01,2023-08-19
82,5,1,,6.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,6.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,2.0,,2.0,,,2.0,,3.0,,,3.0,,3.0,,5.0,,5.0,,,5.0,7.0,,3.0,,,8.0,,,2023-02-15,2023-08-19
83,5,1,,6.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,6.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,3.0,,2.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,5.0,7.0,,3.0,,,8.0,,,2023-03-01,2023-08-19
84,5,1,,5.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,4.0,,5.0,,5.0,,,4.0,,3.0,,5.0,7.0,,7.0,,7.0,,7.0,,6.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,3.0,,3.0,,5.0,,5.0,,,5.0,7.0,,3.0,,,7.0,,,2023-02-15,2023-08-19
85,5,1,,5.0,3.0,,2.0,3.0,,3.0,,,3.0,,,4.0,,5.0,,5.0,,4.0,,,3.0,,3.0,,5.0,7.0,,7.0,,6.0,,6.0,,6.0,,,6.0,,,5.0,,4.0,3.0,,2.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,5.0,6.0,,3.0,,,7.0,,,2023-03-01,2023-08-19
86,5,1,,5.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,4.0,,5.0,,4.0,,,3.0,,3.0,,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,,4.0,,3.0,2.0,,2.0,5.0,,2.0,,2.0,,,1.0,,2.0,,,2.0,,2.0,,3.0,,5.0,,,4.0,6.0,,2.0,,,5.0,,,2023-03-01,2023-08-19
87,5,1,,5.0,2.0,,2.0,2.0,,3.0,,,3.0,,,4.0,,5.0,,5.0,,4.0,,,3.0,,2.0,,5.0,5.0,,5.0,,5.0,,4.0,,4.0,,,3.0,,,3.0,,2.0,2.0,,2.0,5.0,,2.0,,2.0,,,1.0,,1.0,,,1.0,,2.0,,3.0,,4.0,,,4.0,6.0,,2.0,,,5.0,,,2023-04-01,2023-08-19
88,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,5.0,,4.0,,,3.0,,2.0,,5.0,4.0,,4.0,,4.0,,3.0,,3.0,,,2.0,,,2.0,,2.0,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,5.0,,,2023-04-15,2023-08-19
89,5,1,,5.0,3.0,,2.0,3.0,,3.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,3.0,,5.0,4.0,,4.0,,3.0,,3.0,,3.0,,,2.0,,,2.0,,2.0,2.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,4.0,,,2023-06-01,2023-08-19
90,5,1,,6.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,5.0,3.0,,3.0,,2.0,,2.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,1.0,,1.0,,1.0,,,1.0,5.0,,0.0,,,3.0,,,2023-07-15,2023-08-19
91,5,1,,6.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,5.0,,,3.0,,3.0,,5.0,3.0,,3.0,,2.0,,2.0,,2.0,,,1.0,,,0.0,,0.0,0.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,4.0,,0.0,,,3.0,,,2023-07-15,2023-08-19
92,5,1,,4.0,2.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,3.0,,4.0,,4.0,,,3.0,,2.0,,4.0,6.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,,4.0,,3.0,2.0,,2.0,4.0,,1.0,,1.0,,,1.0,,2.0,,,2.0,,3.0,,4.0,,4.0,,,4.0,5.0,,3.0,,,6.0,,,2023-03-15,2023-08-19
93,5,1,,4.0,1.0,,1.0,1.0,,1.0,,,2.0,,,2.0,,3.0,,4.0,,4.0,,,3.0,,2.0,,4.0,7.0,,6.0,,6.0,,6.0,,6.0,,,6.0,,,5.0,,3.0,3.0,,2.0,5.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,4.0,,,4.0,6.0,,3.0,,,7.0,,,2023-03-01,2023-08-19
94,5,1,,6.0,3.0,,2.0,2.0,,3.0,,,3.0,,,4.0,,4.0,,5.0,,5.0,,,4.0,,3.0,,6.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,,6.0,,5.0,4.0,,3.0,7.0,,3.0,,3.0,,,3.0,,3.0,,,3.0,,4.0,,5.0,,6.0,,,6.0,7.0,,4.0,,,8.0,,,2022-09-01,2023-08-19
95,5,1,,6.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,5.0,,5.0,,,4.0,,3.0,,6.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,2.0,,2.0,,,2.0,,3.0,,,3.0,,4.0,,5.0,,6.0,,,6.0,7.0,,3.0,,,7.0,,,2023-02-15,2023-08-19
96,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,5.0,,4.0,,,3.0,,2.0,,5.0,7.0,,7.0,,7.0,,6.0,,6.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,3.0,,3.0,,,3.0,,3.0,,,3.0,,4.0,,5.0,,6.0,,,6.0,7.0,,3.0,,,7.0,,,2023-02-15,2023-08-19
97,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,2.0,,5.0,6.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,,4.0,,3.0,3.0,,2.0,5.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,5.0,6.0,,3.0,,,6.0,,,2023-03-01,2023-08-19
98,5,1,,4.0,2.0,,2.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,4.0,,,3.0,,2.0,,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,,3.0,,3.0,2.0,,2.0,5.0,,2.0,,2.0,,,1.0,,1.0,,,1.0,,2.0,,3.0,,4.0,,,4.0,6.0,,2.0,,,5.0,,,2023-03-15,2023-08-19
99,5,1,,5.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,5.0,,5.0,,4.0,,,4.0,,3.0,,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,,4.0,,3.0,2.0,,2.0,5.0,,2.0,,2.0,,,1.0,,1.0,,,1.0,,2.0,,3.0,,4.0,,,4.0,6.0,,2.0,,,5.0,,,2023-03-15,2023-08-19
100,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,5.0,4.0,,4.0,,4.0,,3.0,,3.0,,,2.0,,,2.0,,1.0,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,6.0,,1.0,,,4.0,,,2023-04-15,2023-08-19
101,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,6.0,3.0,,3.0,,3.0,,3.0,,2.0,,,2.0,,,2.0,,2.0,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,3.0,,,2023-06-01,2023-08-19
102,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,5.0,,4.0,,6.0,,,4.0,,4.0,,5.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,1.0,4.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,4.0,,0.0,,,2.0,,,2023-07-15,2023-08-19
103,5,1,,7.0,3.0,,2.0,2.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,6.0,,,4.0,,3.0,,5.0,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,4.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,4.0,,0.0,,,2.0,,,2023-07-15,2023-08-19
104,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,5.0,,5.0,,6.0,,,4.0,,4.0,,5.0,0.0,,1.0,,1.0,,1.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,4.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,3.0,,0.0,,,0.0,,,2023-08-01,2023-08-19
105,5,1,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,3.0,,3.0,,2.0,,,2.0,,1.0,,2.0,4.0,,4.0,,5.0,,5.0,,5.0,,,4.0,,,3.0,,2.0,2.0,,2.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,2.0,,2.0,,3.0,,3.0,,,4.0,3.0,,2.0,,,4.0,,,2023-03-15,2023-08-19
106,5,1,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,2.0,,3.0,,2.0,,,2.0,,1.0,,3.0,4.0,,4.0,,5.0,,4.0,,4.0,,,4.0,,,3.0,,2.0,2.0,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,,2.0,,3.0,,,3.0,4.0,,3.0,,,4.0,,,2023-04-01,2023-08-19
107,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,2.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,2.0,,6.0,6.0,,7.0,,7.0,,6.0,,6.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,3.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,6.0,7.0,,4.0,,,6.0,,,2023-02-15,2023-08-19
108,5,1,,5.0,1.0,,1.0,1.0,,1.0,,,2.0,,,2.0,,3.0,,4.0,,4.0,,,3.0,,2.0,,5.0,8.0,,8.0,,8.0,,7.0,,7.0,,,5.0,,,4.0,,3.0,2.0,,2.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,6.0,7.0,,4.0,,,8.0,,,2023-03-01,2023-08-19
109,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,5.0,,4.0,,,3.0,,3.0,,6.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,3.0,,3.0,,,2.0,,2.0,,,3.0,,3.0,,5.0,,6.0,,,6.0,7.0,,4.0,,,8.0,,,2023-02-01,2023-08-19
110,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,5.0,,4.0,,,3.0,,2.0,,5.0,7.0,,7.0,,7.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,5.0,7.0,,4.0,,,7.0,,,2023-02-15,2023-08-19
111,5,1,,4.0,2.0,,2.0,2.0,,2.0,,,3.0,,,3.0,,4.0,,4.0,,3.0,,,3.0,,2.0,,4.0,6.0,,6.0,,6.0,,6.0,,5.0,,,5.0,,,4.0,,3.0,3.0,,2.0,5.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,2.0,,4.0,,5.0,,,4.0,6.0,,3.0,,,6.0,,,2023-03-01,2023-08-19
112,5,1,,5.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,4.0,,5.0,,4.0,,,3.0,,3.0,,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,,3.0,,2.0,2.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,,3.0,,4.0,,,4.0,6.0,,2.0,,,6.0,,,2023-03-15,2023-08-19
113,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,5.0,,4.0,,5.0,,,4.0,,3.0,,5.0,4.0,,4.0,,4.0,,3.0,,3.0,,,2.0,,,1.0,,1.0,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,2.0,,1.0,,,1.0,6.0,,1.0,,,5.0,,,2023-04-15,2023-08-19
114,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,5.0,3.0,,4.0,,3.0,,3.0,,3.0,,,2.0,,,2.0,,1.0,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,4.0,,,2023-05-15,2023-08-19
115,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,5.0,,4.0,,6.0,,,4.0,,4.0,,5.0,2.0,,2.0,,2.0,,2.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,0.0,4.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,4.0,,0.0,,,2.0,,,2023-07-15,2023-08-19
116,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,6.0,,,4.0,,4.0,,5.0,2.0,,2.0,,2.0,,2.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,1.0,4.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,4.0,,0.0,,,2.0,,,2023-07-15,2023-08-19
117,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,4.0,,,4.0,,5.0,,5.0,,6.0,,,4.0,,4.0,,5.0,0.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,4.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,3.0,,0.0,,,0.0,,,2023-08-01,2023-08-19
118,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,5.0,,5.0,,6.0,,,4.0,,3.0,,5.0,0.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,4.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,3.0,,0.0,,,0.0,,,2023-08-01,2023-08-19
119,5,1,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,2.0,,3.0,,2.0,,,2.0,,1.0,,3.0,4.0,,4.0,,5.0,,4.0,,4.0,,,4.0,,,3.0,,2.0,2.0,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,,3.0,,3.0,,,3.0,4.0,,3.0,,,4.0,,,2023-04-01,2023-08-19
120,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,2.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,3.0,,5.0,6.0,,7.0,,7.0,,6.0,,6.0,,,5.0,,,4.0,,3.0,2.0,,2.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,6.0,6.0,,4.0,,,6.0,,,2023-03-01,2023-08-19
121,5,1,,5.0,2.0,,2.0,2.0,,2.0,,,2.0,,,3.0,,4.0,,4.0,,4.0,,,3.0,,2.0,,6.0,8.0,,8.0,,8.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,3.0,,3.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,5.0,,6.0,,,6.0,7.0,,4.0,,,8.0,,,2023-02-15,2023-08-19
122,5,1,,6.0,2.0,,2.0,2.0,,3.0,,,3.0,,,4.0,,5.0,,5.0,,5.0,,,3.0,,3.0,,6.0,8.0,,8.0,,8.0,,7.0,,7.0,,,7.0,,,6.0,,5.0,4.0,,4.0,7.0,,3.0,,3.0,,,3.0,,3.0,,,3.0,,4.0,,5.0,,6.0,,,6.0,8.0,,4.0,,,8.0,,,2023-01-01,2023-08-19
123,5,1,,5.0,2.0,,1.0,2.0,,2.0,,,3.0,,,3.0,,5.0,,5.0,,4.0,,,3.0,,2.0,,5.0,7.0,,7.0,,7.0,,7.0,,7.0,,,6.0,,,5.0,,4.0,4.0,,3.0,6.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,3.0,,4.0,,5.0,,,5.0,7.0,,4.0,,,7.0,,,2023-02-15,2023-08-19
124,5,1,,3.0,2.0,,2.0,2.0,,2.0,,,3.0,,,4.0,,4.0,,5.0,,3.0,,,2.0,,2.0,,4.0,5.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,,4.0,,3.0,2.0,,2.0,4.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,,2.0,,3.0,,4.0,,,4.0,5.0,,2.0,,,5.0,,,2023-03-01,2023-08-19
125,5,1,,5.0,3.0,,3.0,3.0,,4.0,,,4.0,,,4.0,,5.0,,5.0,,4.0,,,4.0,,3.0,,5.0,6.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,,4.0,,3.0,2.0,,2.0,5.0,,1.0,,1.0,,,1.0,,1.0,,,2.0,,3.0,,4.0,,5.0,,,4.0,6.0,,3.0,,,6.0,,,2023-03-01,2023-08-19
126,5,1,,6.0,4.0,,4.0,4.0,,4.0,,,5.0,,,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,5.0,6.0,,6.0,,5.0,,4.0,,4.0,,,3.0,,,2.0,,1.0,0.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,1.0,,2.0,,2.0,,,2.0,6.0,,1.0,,,6.0,,,2023-04-15,2023-08-19
127,5,1,,6.0,3.0,,3.0,4.0,,4.0,,,4.0,,,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,6.0,4.0,,5.0,,4.0,,3.0,,3.0,,,2.0,,,2.0,,1.0,1.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,1.0,5.0,,1.0,,,4.0,,,2023-05-01,2023-08-19
128,5,1,,7.0,3.0,,3.0,3.0,,3.0,,,4.0,,,5.0,,5.0,,5.0,,6.0,,,4.0,,4.0,,5.0,3.0,,4.0,,3.0,,2.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,0.0,5.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,1.0,,1.0,,1.0,,,1.0,5.0,,0.0,,,3.0,,,2023-07-15,2023-08-19
129,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,5.0,,4.0,,5.0,,,4.0,,3.0,,5.0,3.0,,3.0,,2.0,,2.0,,2.0,,,1.0,,,0.0,,0.0,0.0,,0.0,4.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,4.0,,0.0,,,3.0,,,2023-07-15,2023-08-19
130,5,1,,6.0,3.0,,3.0,3.0,,3.0,,,3.0,,,4.0,,4.0,,4.0,,5.0,,,4.0,,3.0,,4.0,0.0,,1.0,,1.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,3.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,2.0,,0.0,,,0.0,,,2023-08-01,2023-08-19
